Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Att,Cmp%,Tot,Prg,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,TklW,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,Fld,Def,GCA,GCA90,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Avg,Opp,Stp,Stp%,#OPA,#OPA/90
Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,31,23,2022,22.5,0.13,0.09,0.22,0.13,0.0,0.0,0.44,0.04,0.14,0.14,0.13,0.28,2.62,2.76,5.82,0.22,0.28,0.28,Matches,2024,22.5,21.9,28.7,76.3,339.4,101.7,0.09,0.11,-0.04,1.07,1.16,0.84,0.09,0.13,1.47,0.44,30.3,1.47,0.45,0.09,0.3,17.9,0.0,0.0,0.0,0.1,-0.01,-0.01,40.7,1.51,7.82,16.5,17.1,2.8,40.7,0.71,34.8,1.11,54.3,22.7,0.84,1.73,1.33,23.7,1.91,1.29,44.9,1.2,1.38,1.16,0.67,2.58,1.2,0.0,2.76,2.76,0.13,0.18,0.04,0.22,0.22,0.04,2.22,1.38,0.22,1.33,0.67,1.29,0.0,0.0,0.0,4.13,1.11,33.8,,,,,,,,,,,,,,,,,
Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,31,29,2408,26.8,0.07,0.19,0.26,0.07,0.0,0.0,0.15,0.0,0.07,0.07,0.12,0.19,2.87,3.06,4.4,0.26,0.19,0.19,Matches,2024,26.8,37.2,44.6,83.4,578.6,158.1,0.19,0.12,0.06,1.04,1.72,1.04,0.22,0.07,0.78,0.15,19.0,0.78,0.15,0.1,0.5,18.3,0.04,0.0,0.0,0.09,0.01,0.01,53.4,2.43,15.0,21.3,17.9,1.79,53.4,1.19,55.2,0.86,39.7,28.0,0.6,0.82,0.41,31.8,1.75,1.16,55.0,0.67,0.49,0.26,0.78,2.54,2.09,0.04,2.09,2.09,0.15,0.11,0.04,0.26,0.26,0.0,0.75,0.78,0.04,1.68,0.78,1.16,0.0,0.04,0.0,4.66,1.01,64.3,,,,,,,,,,,,,,,,,
Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,14,7,625,6.9,0.43,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.32,0.32,0.1,0.41,1.59,3.19,3.48,0.43,0.41,0.41,Matches,2024,6.9,35.9,45.1,79.7,578.4,143.5,0.0,0.12,-0.1,0.87,3.04,0.43,0.0,0.43,1.88,0.72,38.5,1.87,0.72,0.23,0.6,16.8,0.0,0.0,0.0,0.17,0.12,0.12,55.7,1.16,11.2,31.4,13.5,1.88,55.7,1.3,52.9,0.87,35.3,33.0,0.29,1.16,1.45,38.6,2.46,1.88,40.9,1.88,1.01,1.01,1.59,4.06,0.29,0.0,2.03,2.01,0.14,0.14,0.29,0.0,0.0,0.0,2.32,1.45,0.14,1.88,1.59,1.88,0.0,0.0,0.0,6.09,0.72,41.7,,,,,,,,,,,,,,,,,
Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,4,4,280,3.1,0.0,0.32,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.19,0.19,1.61,2.26,0.32,0.32,0.2,0.2,Matches,2024,3.1,56.8,66.5,85.4,1251.9,460.3,0.32,0.03,0.13,0.65,5.16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,77.7,9.68,44.5,32.3,1.61,0.32,77.7,0.0,0.0,0.32,100.0,46.8,0.0,0.65,0.0,51.6,2.26,1.94,50.0,0.97,1.29,0.97,2.58,4.84,5.48,0.0,1.29,1.29,0.0,0.0,0.0,0.65,0.64,0.0,1.61,0.32,0.0,0.0,2.58,1.94,0.0,0.0,0.0,6.45,0.65,33.3,,,,,,,,,,,,,,,,,
Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,34,34,2780,30.9,0.03,0.13,0.16,0.03,0.0,0.0,0.03,0.0,0.04,0.04,0.19,0.23,2.94,4.63,6.12,0.16,0.23,0.23,Matches,2024,30.9,44.6,53.7,83.1,744.1,244.0,0.13,0.21,-0.06,1.49,3.11,2.01,0.71,0.03,0.65,0.19,30.0,0.65,0.19,0.05,0.17,17.7,0.0,0.0,0.0,0.06,-0.01,-0.01,62.4,2.36,14.2,29.6,19.4,2.07,62.4,0.84,45.6,0.78,42.1,34.1,0.52,1.2,0.81,39.5,1.68,1.17,39.3,1.2,0.91,0.71,0.65,2.33,1.65,0.03,2.82,2.82,0.16,0.1,0.0,0.29,0.29,0.0,0.94,1.49,0.03,3.2,0.65,1.17,0.0,0.0,0.0,4.11,0.68,65.6,,,,,,,,,,,,,,,,,
Jesús David Murillo,co COL,DF,LAFC,29,1994,22,19,1694,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.03,0.03,0.01,0.03,0.59,2.77,0.11,0.0,0.03,0.03,Matches,2024,18.8,39.4,47.5,83.0,800.9,307.1,0.0,0.02,-0.01,0.21,3.14,0.27,0.05,0.0,0.43,0.16,37.5,0.43,0.16,0.0,0.0,9.0,0.0,0.0,0.0,0.06,-0.03,-0.03,58.0,8.09,33.2,23.7,1.38,0.48,58.0,0.27,45.5,0.27,45.5,30.8,0.0,0.32,0.11,36.3,2.02,1.22,61.5,0.8,1.28,0.43,1.49,3.51,4.36,0.05,0.85,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.59,0.0,0.05,1.49,1.22,0.0,0.0,0.0,4.04,1.97,56.1,,,,,,,,,,,,,,,,,
Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,27,25,2225,24.7,0.12,0.12,0.24,0.12,0.0,0.0,0.45,0.04,0.02,0.02,0.1,0.12,1.9,4.98,3.32,0.24,0.12,0.12,Matches,2024,24.7,46.8,59.6,78.4,798.8,295.1,0.12,0.12,0.02,1.21,4.49,1.3,0.45,0.12,0.61,0.16,26.7,0.61,0.16,0.2,0.75,27.1,0.0,0.0,0.0,0.03,0.11,0.11,70.0,2.55,18.1,33.6,18.6,0.85,70.0,0.4,40.0,0.57,56.0,36.2,0.36,1.09,0.77,44.0,2.96,1.54,40.8,1.7,1.62,1.38,1.13,4.09,1.7,0.04,2.35,2.35,0.12,0.0,0.08,0.49,0.49,0.04,1.42,0.32,0.0,2.43,1.13,1.54,0.0,0.0,0.0,5.18,0.49,41.4,,,,,,,,,,,,,,,,,
Sean Davis,us USA,MF,Nashville SC,30,1993,25,17,1359,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.01,0.01,0.01,0.53,3.58,1.46,0.0,0.01,0.01,Matches,2024,15.1,33.0,38.4,86.0,546.9,151.5,0.0,0.01,-0.01,0.26,3.51,0.26,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,,19.7,0.0,0.0,0.0,0.02,-0.01,-0.01,45.7,2.45,12.6,28.3,4.9,0.33,45.7,0.2,100.0,0.0,0.0,22.6,0.0,0.66,0.33,31.5,1.19,0.73,41.7,0.46,1.26,0.86,1.39,2.58,1.46,0.0,1.46,1.46,0.0,0.0,0.07,0.07,0.07,0.0,0.6,0.4,0.07,0.2,1.39,0.73,0.0,0.0,0.0,2.91,0.79,54.5,,,,,,,,,,,,,,,,,
Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,16,9,652,7.2,0.14,0.14,0.28,0.0,0.14,0.14,0.14,0.0,0.25,0.14,0.13,0.26,2.08,3.75,7.78,0.14,0.38,0.27,Matches,2024,7.2,28.9,40.3,71.7,464.2,131.4,0.14,0.14,0.01,0.97,2.36,1.11,0.28,0.14,1.81,0.42,23.1,1.79,0.41,0.0,0.0,20.8,0.14,0.14,0.14,0.08,-0.11,-0.14,53.5,0.28,5.56,26.4,22.5,2.92,53.3,2.5,52.9,1.94,41.2,33.9,0.69,2.36,2.92,39.6,1.94,1.39,42.9,1.11,1.25,0.97,0.0,1.94,0.28,0.0,2.64,2.62,0.28,0.28,0.0,0.0,0.0,0.0,1.67,1.67,0.28,3.33,0.0,1.39,0.0,0.0,0.0,5.83,0.28,20.0,,,,,,,,,,,,,,,,,
Jonathan Dean,us USA,DF,Chicago Fire,26,1997,24,12,1111,12.3,0.08,0.0,0.08,0.08,0.0,0.0,0.16,0.0,0.06,0.06,0.05,0.1,1.87,2.6,5.69,0.08,0.1,0.1,Matches,2024,12.3,33.6,42.4,79.1,510.0,143.8,0.0,0.05,-0.05,0.89,2.28,0.81,0.41,0.08,0.49,0.08,16.7,0.49,0.08,0.17,1.0,19.3,0.0,0.0,0.0,0.11,0.02,0.02,53.9,2.93,14.3,23.3,16.7,1.06,53.9,0.49,46.2,0.57,53.8,25.9,0.24,1.3,0.65,28.9,1.79,0.98,44.4,0.81,1.38,0.89,1.22,3.01,3.41,0.0,1.38,1.38,0.0,0.0,0.08,0.0,0.0,0.0,0.57,0.41,0.0,1.95,1.22,0.98,0.0,0.08,0.0,3.01,1.3,59.3,,,,,,,,,,,,,,,,,
Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,20,10,918,10.2,0.1,0.2,0.29,0.1,0.0,0.0,0.49,0.0,0.1,0.1,0.11,0.2,2.45,4.12,6.57,0.29,0.2,0.2,Matches,2024,10.2,21.6,29.8,72.4,324.9,97.2,0.2,0.14,0.09,0.98,2.25,0.88,0.1,0.1,0.98,0.29,30.0,0.98,0.29,0.1,0.33,17.9,0.1,0.0,0.0,0.1,0.0,0.0,42.1,1.47,4.22,17.7,20.5,2.84,42.1,1.47,55.6,1.08,40.7,24.3,0.88,2.84,1.08,27.7,2.45,1.27,38.5,1.57,1.47,1.37,0.98,3.43,0.88,0.0,2.16,2.16,0.1,0.1,0.0,0.1,0.1,0.0,1.96,1.67,0.2,2.65,0.98,1.27,0.0,0.0,0.0,3.33,0.88,45.0,,,,,,,,,,,,,,,,,
Marky Delgado,us USA,MF,LA Galaxy,28,1995,32,29,2466,27.4,0.04,0.15,0.18,0.04,0.0,0.0,0.26,0.04,0.05,0.05,0.15,0.2,1.68,7.96,5.29,0.18,0.2,0.2,Matches,2024,27.4,67.8,76.4,88.7,1028.1,324.7,0.15,0.15,-0.01,1.75,7.15,1.42,0.18,0.04,0.51,0.18,35.7,0.51,0.18,0.07,0.2,21.6,0.04,0.0,0.0,0.09,-0.01,-0.01,86.9,2.99,16.5,48.6,22.0,1.79,86.9,0.44,48.0,0.47,52.0,50.0,0.4,1.35,0.62,67.4,2.48,1.61,48.6,1.35,1.86,1.53,1.2,3.69,1.2,0.07,3.28,3.29,0.04,0.04,0.0,0.29,0.29,0.04,0.73,1.06,0.04,1.31,1.2,1.61,0.0,0.0,0.0,5.51,0.51,58.3,,,,,,,,,,,,,,,,,
Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,23,14,1158,12.9,0.31,0.16,0.47,0.31,0.0,0.0,0.16,0.0,0.12,0.12,0.06,0.19,1.09,3.26,3.41,0.47,0.19,0.19,Matches,2024,12.9,38.2,47.3,80.8,600.0,149.6,0.16,0.05,0.09,1.4,3.33,0.16,0.0,0.31,1.32,0.54,41.2,1.32,0.54,0.24,0.57,23.6,0.0,0.0,0.0,0.1,0.19,0.19,59.1,1.4,11.9,33.0,14.6,0.78,59.1,0.85,55.0,0.7,45.0,33.1,0.0,2.25,1.4,40.2,1.86,1.32,41.7,1.09,1.32,1.16,1.71,3.57,1.01,0.08,2.87,2.88,0.0,0.08,0.23,0.23,0.23,0.0,1.32,1.78,0.08,2.4,1.71,1.32,0.0,0.08,0.0,5.35,0.7,32.1,,,,,,,,,,,,,,,,,
Mikkel Desler,dk DEN,DF,Austin,28,1995,7,6,489,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.07,0.0,0.07,1.48,3.89,2.78,0.0,0.07,0.07,Matches,2024,5.4,40.4,48.5,83.2,634.3,193.5,0.0,0.04,0.0,0.19,3.7,0.56,0.19,0.0,0.93,0.19,20.0,0.92,0.18,0.0,0.0,13.3,0.0,0.0,0.0,0.08,-0.07,-0.07,57.6,2.41,16.9,29.1,12.0,1.85,57.6,0.56,50.0,0.56,50.0,30.0,0.37,0.19,0.93,34.4,2.59,1.67,66.7,0.56,1.67,1.3,1.3,3.89,1.3,0.0,1.67,1.66,0.0,0.0,0.0,0.19,0.18,0.0,1.67,0.37,0.37,1.11,1.3,1.67,0.0,0.0,0.0,4.81,0.56,50.0,,,,,,,,,,,,,,,,,
Lamine Diack,sn SEN,"FW,MF",Colorado Rapids,23,2000,4,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Matches,2024,0.2,40.0,50.0,80.0,455.0,215.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,90.0,0.0,45.0,50.0,5.0,0.0,90.0,5.0,33.3,5.0,33.3,35.0,0.0,5.0,0.0,30.0,15.0,10.0,100.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,15.0,5.0,50.0,,,,,,,,,,,,,,,,,
Djibril Diani,fr FRA,MF,Charlotte,25,1998,28,21,1781,19.8,0.05,0.05,0.1,0.0,0.05,0.05,0.2,0.0,0.09,0.05,0.06,0.11,1.87,5.35,2.88,0.05,0.15,0.11,Matches,2024,19.8,33.0,38.2,86.5,552.7,145.2,0.05,0.06,-0.01,0.91,4.04,0.45,0.15,0.05,0.56,0.05,9.1,0.56,0.05,0.0,0.0,17.1,0.0,0.05,0.05,0.09,-0.04,-0.05,48.5,1.67,9.95,28.3,11.1,1.41,48.5,0.86,56.7,0.45,30.0,27.1,0.15,1.31,0.45,31.6,2.47,1.52,52.3,1.06,1.77,1.52,1.31,3.79,0.86,0.0,2.58,2.58,0.2,0.1,0.2,0.25,0.25,0.0,1.52,1.26,0.1,0.56,1.31,1.52,0.05,0.0,0.0,4.14,0.81,47.1,,,,,,,,,,,,,,,,,
Marcos Dias,br BRA,FW,NE Revolution,22,2001,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,Matches,2024,0.0,1.0,1.0,100.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,0.0,0.0,,15.8,0.0,0.0,0.0,0.02,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,9,9,797,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.02,0.02,0.01,0.04,0.56,3.15,0.67,0.0,0.04,0.04,Matches,2024,8.9,39.3,47.5,82.7,676.4,360.3,0.0,0.01,-0.01,0.22,3.48,0.11,0.0,0.0,0.56,0.0,0.0,0.56,0.0,0.0,,15.3,0.0,0.0,0.0,0.05,-0.02,-0.02,56.9,4.16,29.7,23.9,3.82,1.24,56.9,0.34,42.9,0.45,57.1,30.2,0.22,0.34,0.34,34.8,1.91,1.35,60.0,0.67,1.01,0.79,0.9,2.81,3.26,0.0,0.45,0.45,0.0,0.0,0.11,0.11,0.11,0.0,1.24,0.34,0.0,0.11,0.9,1.35,0.0,0.0,0.0,4.27,1.46,43.3,,,,,,,,,,,,,,,,,
Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,19,2004,17,12,939,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.07,0.07,1.54,5.29,1.73,0.0,0.07,0.07,Matches,2024,10.4,35.7,43.2,82.6,622.8,251.8,0.0,0.09,-0.07,0.87,5.67,1.15,0.38,0.0,0.1,0.1,100.0,0.1,0.1,0.0,0.0,29.4,0.0,0.0,0.0,0.03,0.0,0.0,50.3,1.83,9.81,32.2,9.23,0.0,50.3,1.35,73.7,0.38,21.1,29.9,0.0,1.06,0.67,32.4,1.92,1.35,36.8,1.15,0.87,0.58,1.25,3.17,1.06,0.0,2.4,2.39,0.19,0.0,0.0,0.1,0.1,0.0,1.63,0.48,0.0,1.06,1.25,1.35,0.0,0.0,0.0,5.77,0.96,52.6,,,,,,,,,,,,,,,,,
Christopher Donovan,us USA,"FW,MF",Philadelphia Union,23,2000,18,4,379,4.2,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.29,0.29,0.31,0.6,1.9,2.14,7.38,0.24,0.59,0.59,Matches,2024,4.2,17.4,29.3,59.3,217.4,53.6,0.0,0.19,-0.31,2.14,1.43,0.24,0.0,0.24,2.14,0.24,11.1,2.14,0.24,0.11,1.0,11.6,0.0,0.0,0.0,0.13,-0.05,-0.05,41.9,0.24,2.86,19.5,20.2,6.19,41.9,0.95,44.4,1.19,55.6,20.0,1.19,2.14,1.9,31.0,1.9,1.19,66.7,0.48,1.43,1.43,0.48,2.38,0.24,0.0,2.86,2.85,0.71,0.0,0.0,0.24,0.24,0.0,1.19,0.71,0.71,0.24,0.48,1.19,0.0,0.0,0.0,3.57,6.67,52.8,,,,,,,,,,,,,,,,,
Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,32,31,2653,29.5,0.1,0.1,0.2,0.1,0.0,0.0,0.24,0.03,0.07,0.07,0.17,0.24,3.69,1.73,8.64,0.2,0.24,0.24,Matches,2024,29.5,36.3,46.5,78.2,592.5,117.8,0.1,0.17,-0.07,1.22,1.05,1.05,0.54,0.1,1.29,0.34,26.3,1.29,0.34,0.08,0.3,16.6,0.0,0.0,0.0,0.05,0.03,0.03,56.1,2.58,12.6,20.8,22.8,3.36,56.1,0.41,24.5,0.88,53.1,31.1,0.81,1.42,0.68,36.9,1.29,0.75,52.8,0.58,0.51,0.34,0.61,1.9,1.86,0.0,2.41,2.41,0.03,0.17,0.03,0.2,0.2,0.0,1.22,1.15,0.07,4.0,0.61,0.75,0.0,0.0,0.0,2.37,1.05,43.7,,,,,,,,,,,,,,,,,
Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,29,26,2250,25.0,0.2,0.08,0.28,0.16,0.04,0.04,0.16,0.04,0.12,0.08,0.1,0.18,1.08,5.68,2.2,0.24,0.22,0.18,Matches,2024,25.0,37.0,46.7,79.2,635.3,198.6,0.08,0.1,-0.02,0.96,4.36,1.04,0.12,0.2,1.44,0.56,38.9,1.44,0.56,0.11,0.29,23.2,0.08,0.04,0.04,0.06,0.08,0.08,58.2,1.88,10.6,33.5,14.7,1.64,58.2,0.8,51.3,0.6,38.5,29.8,0.16,1.36,1.2,38.4,1.8,1.08,56.7,0.52,1.2,1.12,1.36,3.16,1.6,0.0,2.92,2.92,0.28,0.04,0.08,0.44,0.44,0.04,1.28,1.36,0.0,0.88,1.36,1.08,0.0,0.0,0.0,4.52,1.16,46.0,,,,,,,,,,,,,,,,,
Sebastián Driussi,ar ARG,"MF,FW",Austin,27,1996,27,26,2257,25.1,0.28,0.12,0.4,0.16,0.12,0.2,0.24,0.04,0.39,0.24,0.14,0.38,1.67,6.33,4.66,0.28,0.53,0.38,Matches,2024,25.1,32.1,39.9,80.5,596.2,182.2,0.12,0.14,-0.02,1.16,4.78,1.35,0.32,0.28,2.55,0.72,28.1,2.55,0.72,0.06,0.22,19.2,0.12,0.12,0.2,0.09,-0.11,-0.08,51.0,1.39,8.29,25.0,18.4,3.59,50.8,1.27,43.8,1.31,45.2,31.7,0.36,1.63,1.59,39.9,0.88,0.6,34.6,0.68,0.84,0.76,0.32,1.2,1.08,0.12,3.03,3.03,0.28,0.16,0.12,0.28,0.28,0.0,0.76,1.91,0.24,1.79,0.32,0.6,0.08,0.0,0.0,4.3,1.0,54.3,,,,,,,,,,,,,,,,,
Erik Duenas,us USA,MF,LAFC,19,2004,14,4,387,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.02,0.02,0.07,0.09,2.33,6.28,2.79,0.0,0.09,0.09,Matches,2024,4.3,34.7,38.8,89.2,523.0,147.0,0.0,0.05,-0.07,1.63,3.72,0.7,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,,10.6,0.0,0.0,0.0,0.11,-0.02,-0.02,50.2,1.16,10.2,26.5,14.7,1.4,50.2,1.4,37.5,1.4,37.5,31.2,0.0,2.33,2.09,32.6,3.02,1.86,52.9,1.86,0.23,0.23,2.09,5.12,0.93,0.0,3.49,3.49,0.0,0.47,0.47,0.23,0.23,0.0,3.02,1.86,0.0,0.0,2.09,1.86,0.0,0.0,0.0,6.28,0.47,40.0,,,,,,,,,,,,,,,,,
Morris Duggan,de GER,DF,Minnesota Utd,23,2000,2,0,49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,2024,0.5,34.0,48.0,70.8,694.0,374.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,62.0,16.0,40.0,20.0,2.0,0.0,62.0,2.0,50.0,2.0,50.0,30.0,0.0,0.0,2.0,46.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,
Bryce Duke,us USA,MF,CF Montréal,22,2001,32,24,2145,23.8,0.13,0.17,0.29,0.13,0.0,0.0,0.08,0.0,0.1,0.1,0.18,0.28,1.39,4.96,5.17,0.29,0.28,0.28,Matches,2024,23.8,41.8,52.2,80.1,594.7,155.2,0.17,0.16,-0.01,1.76,3.66,1.26,0.04,0.13,1.39,0.5,36.4,1.38,0.5,0.09,0.25,21.6,0.13,0.0,0.0,0.07,0.03,0.03,63.3,0.59,9.92,30.0,23.8,1.81,63.3,0.84,36.4,1.34,58.2,41.8,0.29,2.65,1.09,50.4,1.39,0.92,40.0,0.88,0.92,0.84,0.8,2.18,0.59,0.04,3.61,3.62,0.13,0.25,0.04,0.34,0.34,0.0,1.68,2.14,0.13,1.89,0.8,0.92,0.0,0.0,0.0,4.2,0.25,31.6,,,,,,,,,,,,,,,,,
Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,21,14,1284,14.3,0.07,0.07,0.14,0.07,0.0,0.0,0.28,0.0,0.03,0.03,0.08,0.11,2.03,2.52,4.83,0.14,0.11,0.11,Matches,2024,14.3,35.7,48.3,74.0,555.9,180.8,0.07,0.08,-0.01,0.84,2.17,0.84,0.28,0.07,0.77,0.28,36.4,0.77,0.28,0.09,0.25,24.0,0.0,0.0,0.0,0.04,0.04,0.04,60.6,3.08,17.8,25.0,18.5,1.19,60.6,0.7,45.5,0.63,40.9,30.6,0.7,1.89,1.26,32.2,2.1,1.75,66.7,0.7,1.4,1.19,1.33,3.43,2.24,0.0,1.54,1.54,0.0,0.0,0.0,0.07,0.07,0.0,2.17,0.91,0.14,1.96,1.33,1.75,0.0,0.07,0.0,5.87,2.03,58.0,,,,,,,,,,,,,,,,,
Chris Durkin,us USA,MF,St. Louis,23,2000,28,26,2260,25.1,0.04,0.08,0.12,0.04,0.0,0.0,0.4,0.0,0.05,0.05,0.08,0.14,0.72,4.98,2.11,0.12,0.14,0.14,Matches,2024,25.1,31.2,41.9,74.4,543.4,198.1,0.08,0.08,-0.0,0.88,4.78,0.72,0.2,0.04,1.08,0.28,25.9,1.08,0.28,0.04,0.14,21.2,0.0,0.0,0.0,0.05,-0.01,-0.01,53.1,2.19,12.8,29.2,11.8,1.51,53.1,0.32,44.4,0.24,33.3,25.8,0.16,1.51,0.8,31.9,2.67,1.71,62.7,0.88,1.47,1.27,1.55,4.22,1.43,0.04,2.31,2.31,0.16,0.2,0.08,0.16,0.16,0.0,2.31,1.51,0.04,1.08,1.55,1.71,0.0,0.04,0.0,5.22,1.55,62.9,,,,,,,,,,,,,,,,,
Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,5,2,138,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,4.0,1.33,0.0,0.13,0.13,Matches,2024,1.5,35.3,55.3,63.9,588.0,286.7,0.0,0.13,-0.13,0.67,3.33,0.67,0.67,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,66.0,2.0,19.3,32.0,14.7,0.67,66.0,0.0,0.0,1.33,100.0,20.7,0.0,0.67,0.0,28.7,1.33,0.67,50.0,1.33,0.67,0.67,0.0,1.33,3.33,0.0,1.33,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.0,0.0,1.33,0.0,0.67,0.0,0.0,0.0,4.0,0.67,50.0,,,,,,,,,,,,,,,,,
